Company Name,Company Description,Website URL,Linkedin URL,Careers Page URL,Job listings page URL,job post1 URL,job post1 title,job post2 URL,job post2 title,job post3 URL,job post3 title
Greenlight Biosciences,"Nature-powered, eco-friendly crop protection solutions for sustainable agriculture.",https://www.greenlightbiosciences.com/,https://www.linkedin.com/company/greenlight-biosciences,https://www.greenlightbiosciences.com/careers,https://www.greenlightbiosciences.com/careers,,,,,,
GoodLeap,Democratizing sustainable home upgrades with $27 billion in financing and AI-driven tools since 2018.,https://www.goodleap.com/,https://www.linkedin.com/company/goodleap,,,,,,,,
AiDash,Climate-resilient infrastructure with satellite-powered AI for sustainability and cost efficiency.,https://www.aidash.com/,https://in.linkedin.com/company/aidash,https://www.aidash.com/careers/,https://www.aidash.com/careers/,,,,,,
Plus,"AI-powered autonomous driving for a safer, greener world.",https://plus-plus.com/,https://es.linkedin.com/company/plus-berries,,,,,,,,
Mainspring Energy,"Flexible, scalable energy systems accelerating the transition to a net-zero carbon grid.",https://www.mainspringenergy.com/,https://www.linkedin.com/company/mainspringenergy,https://www.mainspringenergy.com/careers/,https://www.mainspringenergy.com/careers/,https://jobs.lever.co/mainspringenergy/1d576f8c-2f11-4e06-a5b2-bfa0c22f60cd,"Staff Technical Program ManagerOn-site —SalaryMenlo Park, CA",https://jobs.lever.co/mainspringenergy/c2a111ef-5a45-465a-8ce7-7c79c35e3f37,"Senior Mechanical Engineer - Exhaust SystemOn-site —SalaryMenlo Park, CA",https://jobs.lever.co/mainspringenergy/8f338b8f-2052-4e80-b6a5-08e1ce013692,"Senior Mechanical Engineer - Structures DesignOn-site —SalaryMenlo Park, CA"
Climate Power,"Historic clean energy investment cuts costs, creates jobs, and protects our planet.",https://www.bloomberg.com/news/articles/2025-10-31/us-officials-to-skip-un-climate-talks-trump-derided-as-scam,https://www.linkedin.com/company/climate-power,https://www.bloomberg.com/careers/?utm_source=dotcom&utm_medium=footer,https://www.bloomberg.com/careers/?utm_source=dotcom&utm_medium=footer,https://bloomberg.avature.net/careers/JobDetail/Enterprise-Sales-Sell-Side-Trading-Solutions-Multi-Asset-Risk-System-MARS-Derivatives-Valuations-Account-Manager-Tokyo/15669,Enterprise Sales – Sell-Side Trading Solutions - Multi-Asset Risk System (MARS) & Derivatives Valuations Account Manager – Tokyo,https://bloomberg.avature.net/careers/JobDetail/Relationship-Manager-West-Coast-Enterprise-Data-Technology-Sales-Enterprise-Sales-Bloomberg-Financial-Solutions/15636,"Relationship Manager, West Coast Enterprise Data & Technology Sales, Enterprise Sales - Bloomberg Financial Solutions",,
Intersect Power,"Scalable low-carbon solutions for retail and wholesale energy markets, offering clean electricity and fuels.",https://www.intersect.com/blog,https://www.linkedin.com/company/intersect-com,https://www.intersect.com/careers,https://www.intersect.com/careers,https://soundcloud.com/user-755104578/173-why-data-center-developers-should-think-power-first,Why Data Center Developers Should Think​‘Power First’,,,,
Universal Engineering Sciences,Innovative engineering for sustainable infrastructure and environmental solutions nationwide.,https://www.teamues.com/universal-engineering-sciences-legacy/,https://np.linkedin.com/company/uesc-college,https://careers.teamues.com,https://careers.teamues.com,https://www.teamues.com/sustainable-engineering/,Sustainable Engineering,https://www.teamues.com/geotechnical-engineering/,Geotechnical Engineering,,
Freedom Solar Power,"Leading, cost-effective solar solutions reducing carbon footprint in Texas, Colorado, Florida, Virginia, and North Carolina.",https://freedomsolarpower.com/,https://www.linkedin.com/company/freedom-solar,https://freedomsolarpower.com/careers,https://freedomsolarpower.com/careers,,,,,,
Energy Solutions,Innovative consulting firm delivering market-based energy solutions for environmental impact.,https://www.energysolutions.com/,https://sv.linkedin.com/company/energy-solutions,https://jobs.energysolutions.com/,https://jobs.energysolutions.com/,,,,,,
Clearloop,Transforming U.S. communities with clean energy and new solar projects for maximum environmental impact.,https://clearloop.us/,https://www.linkedin.com/company/clearloop-us,https://clearloop.us/careers/,https://clearloop.us/careers/,,,,,,
Hayden AI,"AI-driven solutions for safer, faster transit and sustainable urban development.",https://aitoolhub.co/tools/hayden-ai,https://www.linkedin.com/company/haydenaitech,,,,,,,,
Too Good To Go,"Reduce food waste and save surplus food with our convenient, planet-friendly app.",https://www.toogoodtogo.com/en-us,https://dk.linkedin.com/company/too-good-to-go/,https://www.toogoodtogo.com/en-us/careers,https://www.toogoodtogo.com/en-us/careers,,,,,,
Ramboll Management Consulting,Driving decarbonization and sustainable business models across global markets.,https://www.ramboll.com/management-consulting,https://www.linkedin.com/company/ramboll-management-consulting,,,,,,,,
AECOM,Building sustainable legacies through innovative infrastructure and environmental solutions.,https://aecom.com/,https://www.linkedin.com/company/aecom,https://aecom.com/careers/welcoming-workplace/,https://aecom.com/careers/welcoming-workplace/,https://aecom.com/services/Engineering/,Engineering,,,,
EngSoc,Top 10 global leader advancing UN Sustainable Development Goals through research and innovation.,https://spiritofwtf.com/post/6944039685/engineering-society-updates-1971,https://www.linkedin.com/company/unsw-engineering-society,,,,,,,,
Republic Services,Committed to sustainable waste management for a greener future.,https://republic.com/note/terms,https://in.linkedin.com/company/republic-services-inc,,,,,,,,
Sightline Climate (CTVC),Data-driven platform empowering investment and innovation in the new climate economy,https://www.ctvc.co/,https://www.linkedin.com/company/ctvc,,,,,,,,
Pano AI,Revolutionizing disaster management for climate resilience with AI-powered wildfire detection.,https://pano.org/pas-new-annual-filing-requirement-due-june-30-2025/,https://www.linkedin.com/company/pano-ai/,https://pano.org/jobs/,https://pano.org/jobs/,https://pano.org/internship,Internships,,,,
Unirac,Driving solar energy adoption with top-tier PV mounting systems and unmatched expertise.,https://unirac.com/,https://www.linkedin.com/company/unirac-inc-,https://unirac.com/careers/,https://unirac.com/careers/,,,,,,
Oklo,"Oklo's mission is to provide clean, reliable, affordable energy through the deployment of next-generation fast fission technology and recycling nuclear waste.",https://oklo.com/,https://www.linkedin.com/company/oklo,,,,,,,,
Trek Bicycle Corp (Australia),Empowering diverse teams to revolutionize cycling for a sustainable future.,https://www.trekbikes.com/au/en_AU/,https://www.linkedin.com/company/trekbikes,https://www.trekbikes.com/au/en_au/careers/,https://www.trekbikes.com/au/en_au/careers/,,,,,,
Equilibrium Energy,Accelerating clean energy with data-driven solutions to significantly reduce global carbon emissions.,https://www.equilibriumenergy.com/,https://www.linkedin.com/company/equilibrium-energy-inc,https://www.equilibriumenergy.com/careers,https://www.equilibriumenergy.com/careers,,,,,,
Iberdrola,Accelerating America's clean energy transition with sustainable power and industry-leading ethical practices.,https://www.iberdrola.com/home,https://www.linkedin.com/company/iberdrola-power,,,,,,,,
EsVolta,Empowering the grid with large-scale battery energy storage to enhance sustainability.,https://www.esvolta.com/,https://www.linkedin.com/company/esvolta-lp,https://www.esvolta.com/careers,https://www.esvolta.com/careers,,,,,,
Terracycle,"Transforming unrecyclable waste into eco-friendly products, from ocean plastics to playgrounds.",https://www.terracycle.com/en-US/,https://br.linkedin.com/company/terracycle/jobs,,,,,,,,
Electric Power Engineers,Enhancing grid reliability and resiliency for a sustainable energy future.,https://epeconsulting.com/,https://www.linkedin.com/company/epeconsulting,https://epeconsulting.com/careers,https://epeconsulting.com/careers,,,,,,
Institute for Energy Economics and Financial Analysis (IEEFA,Accelerating the transition to a sustainable and diverse energy economy.,https://ieefa.org/,https://en.wikipedia.org/wiki/Institute_for_Energy_Economics_and_Financial_Analysis,https://ieefa.org/careers,https://ieefa.org/careers,,,,,,
C40 Cities,"Uniting 96 cities for bold climate action and a sustainable, healthier future.",https://www.c40.org/,https://www.linkedin.com/company/c40-cities-climate-leadership-group,https://www.c40.org/careers/,https://www.c40.org/careers/,https://c40.bamboohr.com/careers/674,"Senior Manager, Campaigns Mainstreaming (Brazil)Brazil | Closing Friday, 14th November 2025 at 5pm GMT",https://www.c40.org/news/c40-voices-senior-manager-water-security-partnership-and-implementation-africa/,"C40 Voices: Thulani Mlilwana, Senior Manager for Water Security, Partnership and Implementation, Africa",https://www.c40.org/news/c40-voices-constant-alarcon-senior-manager-clean-energy/,"C40 Voices: Constant Alarcon, Senior Manager, Clean Energy"
InductEV,"Revolutionizing commercial fleets with AI-driven, wireless power for a sustainable, carbon-reduced future.",https://www.nelokas.shop/,https://www.linkedin.com/company/inductev-inc,,,,,,,,
RoadRunner Recycling,"Revolutionizing sustainable waste management for businesses with tech-driven, cost-saving solutions.",https://www.roadrunnerwm.com/,https://www.linkedin.com/company/roadrunner-modern-waste-and-recycling,https://www.roadrunnerwm.com/careers,https://www.roadrunnerwm.com/careers,https://job-boards.greenhouse.io/roadrunner/jobs/4031672009,Software Engineer I (Full -Stack)Remote - USA,,,,
Encamp,Empowering businesses with tech for seamless environmental compliance and global reforestation.,https://dfkcompany.com/encamp/,https://www.linkedin.com/company/encamp,,,,,,,,
Karen Clark & Company,Innovative catastrophe risk modeling tools for climate resilience and disaster preparedness.,https://www.visualvisitor.com/companies/5638518/karen_clark_and_company,https://www.linkedin.com/company/karen-clark-and-company,https://recruit.visualvisitor.com/jobs/vv-careers,https://recruit.visualvisitor.com/jobs/vv-careers,,,,,,
Climate Arc,Mainstreaming climate science in finance to accelerate capital for net-zero solutions.,https://climatearc.org/,https://www.linkedin.com/company/climate-arc,https://climatearc.org/careers,https://climatearc.org/careers,,,,,,
Resource Innovations,"Empowering communities with accessible, sustainable energy and water solutions.",http://sourcinginnovation.com/wordpress/2010/03/01/new-and-upcoming-events-from-the-1-supply-chain-resource-site-10/,https://www.linkedin.com/company/resourceinnovations/,,,,,,,,
Pine Gate Renewables,Driving the future with extensive solar and energy storage projects across the U.S.,https://pinegaterenewables.com/rio-lago-project-updates/,https://www.linkedin.com/company/pine-gate-renewables/,,,,,,,,
Redwood Materials,"Closed-loop, domestic lithium-ion battery supply chain using recycled batteries to reduce environmental impact.",https://www.redwoodmaterials.com/,https://www.linkedin.com/company/redwood-materials/,https://www.redwoodmaterials.com/#join-us,https://www.redwoodmaterials.com/#join-us,,,,,,
The EVERY Company,"Revolutionizing food with eco-friendly, animal-free proteins using significantly less land, water, and emissions.",https://www.lego.me/en-bh,https://sg.linkedin.com/company/theeverycompany,,,,,,,,
Arevon,Transforming North America's energy with innovative renewable solutions to reduce planetary impact.,https://arevonenergy.com/,https://www.linkedin.com/company/arevon,https://arevonenergy.com/careers/,https://arevonenergy.com/careers/,https://arevonenergy.com/careers/manager-accounting-project-operations/,"Manager, Accounting (Project Operations)Scottsdale, AZ",https://arevonenergy.com/careers/manager-business-systems-salesforce/,"Manager, Business Systems (Salesforce)Scottsdale, AZ",https://arevonenergy.com/careers/director-project-engineering/,"Senior Manager, Project EngineeringScottsdale, AZ"
Bird,"Eco-friendly, dockless electric scooters revolutionizing urban transportation.",https://www.noelgallagher.com/,https://www.linkedin.com/company/birdapp,,,,,,,,
Planet,"Empowering impactful stewardship through timely, global Earth-imaging satellite data.",https://www.bing.com/aclick?ld=e8o-wqjPiT8nYo-58gbNfx9jVUCUzMpoI99LswRb9rgnAc7735Uz4w-sKyL0A6JU36_BaBeS7i_1ME2EsgHUqNwXKe0DF2nKAyNKxYR77lEv4Y8WTjONnNdBTNuAMZShN97W2vgB6PU0gaWluqwDdt3bK3vHbt-LfbQnFec9Yo1gDK_nWFJVhpRjhbyWWjHtVEC8Vcof-_5QjqHmbhPPWoSq66gwo&u=aHR0cHMlM2ElMmYlMmZzaG9wLmxvbmVseXBsYW5ldC5jb20lMmZjb2xsZWN0aW9ucyUyZmFsbCUzZm1zY2xraWQlM2Q4Zjk5ZDBhMzhhODExYzJjMDM0N2I5YWIzYjNmMDI3YSUyNnV0bV9zb3VyY2UlM2RiaW5nJTI2dXRtX21lZGl1bSUzZGNwYyUyNnV0bV9jYW1wYWlnbiUzZHgucCUyNTNBQiUyNTdDYSUyNTNBTG9uZWx5JTI1MjBQbGFuZXQlMjU3QyUyNTVFRyUyNTdDZCUyNTNBQWxsJTI1N0NrJTI1M0FTaG9wJTI1N0NtJTI1M0FBbGwlMjU3Q2clMjUzQUFsbCUyNTdDYWQlMjUzQUFsbCUyNnV0bV90ZXJtJTNkbG9uZWx5cGxhbmV0JTI2dXRtX2NvbnRlbnQlM2RMb25lbHklMjUyMFBsYW5ldCUyNTIwQnJhbmRlZA&rlid=8f99d0a38a811c2c0347b9ab3b3f027a,https://ie.linkedin.com/company/lonely-planet,,,,,,,,
Sparkfund,"Transforming buildings into valuable, grid-supportive assets for a sustainable energy future.",https://www.phillipscountyks.org/departments/EconomicDevelopment/sparkfunds,https://www.linkedin.com/company/sparkfunder,,,,,,,,
Cypress Creek Renewables,"Developing 12GW of solar energy for a cleaner, safer, and better world.",https://docs.cypress.io/,https://www.linkedin.com/company/cypress-creek-renewables,,,,,,,,
Thrive Market,"Promoting healthy, sustainable living while being zero waste and Climate Neutral Certified.",https://www.bing.com/aclick?ld=e8amxZfKfNTS76UqvIeIVSyjVUCUypLMcDFkrg4n4Ub85oQL3TJSGficTfZb092Dm-MASVQ-UoUP2JJh_Qb9AtUKCWAUtDHSQigqBHFWIc8XYSD7AlR4l732Nr-fQ1g7EpmOr1XzUMxZUQz1lNXmP_p1K-qPRyi518BAoChy02TT-BN_8QTEwBGfOvNgk48bLGxOiXXK6q1PN7Z1ncR9mw1mFLMkg&u=aHR0cHMlM2ElMmYlMmZ0aHJpdmVtYXJrZXQuY29tJTNmdXRtX3NvdXJjZSUzZGJpbmclMjZ1dG1fbWVkaXVtJTNkY3BjJTI2dXRtX2NhbXBhaWduJTNkTm9uLUJyYW5kX1NFTV9EaWV0X0hlYWx0aHklMjZ1dG1fY29udGVudCUzZDExNjk4ODIyMDY4NjM2NzglMjZ1dG1fdGVybSUzZGhlYWx0aCUyNTIwZm9vZCUyNTIwc3RvcmUlMjUyMG9ubGluZSUyNmRldmljZSUzZGMlMjZjY29kZSUzZGFjcTYwZm9nd3AlMjZjY29kZV9mb3JjZSUzZDElMjZtc2Nsa2lkJTNkNWY5ZWE5OTk4ZDQzMWY2MmQ1OWNjMDkxM2M4ZDVkMmM&rlid=5f9ea9998d431f62d59cc0913c8d5d2c,https://www.bing.com/aclick?ld=e8x-hskPqnLcO7RE2yKtCjcDVUCUxkheJjm_M2eLlaOnB8BzflGBah3GD9TzGfk3I-jda4P1z8Q1Pmb6gUOaeByrVQjhe9fBymJditfenBEeaGrmin-RAnw4XFRJNLG_jWjXLdoD-LpWhAkkrZpkH9oDmb3Z8NwURebe2LOIOjXM9odj114NZ8gWzbC60oPSjvxCdWVD68g0sTcwG8xdM8IFEOxoY&u=aHR0cHMlM2ElMmYlMmZ0aHJpdmVtYXJrZXQuY29tJTNmdXRtX3NvdXJjZSUzZGJpbmclMjZ1dG1fbWVkaXVtJTNkY3BjJTI2dXRtX2NhbXBhaWduJTNkTm9uLUJyYW5kX1NFTV9EaWV0X1Byb2Jpb3RpYyUyNnV0bV9jb250ZW50JTNkMTE1OTk4NjY5NzM5ODQ4NSUyNnV0bV90ZXJtJTNkcHJvYmlvdGljJTI1MjB3aXRoJTI1MjBmb29kJTI2ZGV2aWNlJTNkYyUyNmNjb2RlJTNkYWNxNjBmb2d3cCUyNmNjb2RlX2ZvcmNlJTNkMSUyNm1zY2xraWQlM2Q4M2M2NzcxMzAwZDMxOTdhMzk0OTFlMWJiMTAyNjY4ZQ&rlid=83c6771300d3197a39491e1bb102668e,,,,,,,,
Deep Sky,Reversing climate change with renewable-powered carbon removal and long-term storage.,https://www.deepskyclimate.com/,https://www.linkedin.com/company/skyebio,https://www.deepskyclimate.com/career,https://www.deepskyclimate.com/career,,,,,,
Zen Ecosystems,Smart energy management solutions to cut bills and boost efficiency for homes and businesses.,https://zenecosystems.com/,https://www.linkedin.com/company/zen-ecosystems,,,,,,,,
Ecosia,Search the web and fund tree planting with a CO2-neutral search engine.,https://www.zhihu.com/question/634214805?write,https://bt.linkedin.com/company/ecosia,,,,,,,,
Califia Farms,"Nourishing the world with plant-based beverages, powered by renewable energy and sustainable practices.",https://www.vendingtimes.com/blogs/plant-based-milk-giant-califia-farms-completes-landmark-225-million-financing/,https://www.bing.com/aclick?ld=e8uHmg4epW1RrMRPczXz1WTzVUCUzZw1jcItR1qbn1VWdBgbAZ1YKUxYXVvyS8WAQZQChFPJGYyy-4m_2DczN3zMBTwmhgckkcpmCUFgwa27Q4PYcCn7bEDi0S4uExGXArH7AQwt36MKLUriPiA0uj_7tcwqltnVrMTyGqxAyLCT2AQOFgS8P_thN0o79P6RmCnIaKhb_O3SPd4IyXwHRTmDZC9V4&u=aHR0cHMlM2ElMmYlMmZ3d3cuYW1hem9uLmNvbSUyZnMlMmYlM2ZpZSUzZFVURjglMjZrZXl3b3JkcyUzZG9yZ2FuaWMlMmJjYWxpZmlhJTJiZmFybXMlMjZpbmRleCUzZGFwcyUyNnRhZyUzZG1oMGItMjAlMjZyZWYlM2RwZF9zbF80bHA2MXR1aWx2X2UlMjZhZGdycGlkJTNkMTM0MjUwNjIzMTA4ODg1OSUyNmh2YWRpZCUzZDgzOTA2OTE3MTMwNDIyJTI2aHZuZXR3JTNkbyUyNmh2cW10JTNkZSUyNmh2Ym10JTNkYmUlMjZodmRldiUzZGMlMjZodmxvY2ludCUzZCUyNmh2bG9jcGh5JTNkMTQ5MzU5JTI2aHZ0YXJnaWQlM2Rrd2QtODM5MDc4MTk0ODY2MjklM2Fsb2MtOTAlMjZoeWRhZGNyJTNkMjg0NzhfMTQ4NzU3NjQlMjZtY2lkJTNkOTEzNWE3NWRmYWYyMzkxZWExMjcwODA3NDFlNDEyZDQlMjZtc2Nsa2lkJTNkM2YzYzMyNDAzZWIzMTM5Y2I5MmE1YjQ4OGY1YmJmNDM&rlid=3f3c32403eb3139cb92a5b488f5bbf43,,,,,,,,
Omnidian,Empowering sustainable energy with 24/7 solar system monitoring and advanced diagnostics.,https://delaware-company.com/co/capital-remodeling-llc,https://www.linkedin.com/company/omnidian-inc,,,,,,,,
ClimateWorks Foundation,Amplifying philanthropic power to combat global climate change.,https://www.climateworks.org/,https://www.linkedin.com/company/climateworks,https://www.climateworks.org/careers/,https://www.climateworks.org/careers/,,,,,,
Applied Intuition,"Accelerating safe, intelligent machines for a sustainable future in transport and construction.",https://www.applied.com/,https://www.linkedin.com/company/applied-intuition-inc,,,,,,,,
Aurora Solar,Empowering solar adoption with AI-driven platform for a sustainable future.,https://www.earthobservatory.nasa.gov/images/85556/looking-down-and-up-at-the-aurora,https://www.linkedin.com/company/aurora-solar,,,,,,,,
Solvenergy.com,Pioneering cleaner power and brighter futures through extensive solar energy projects across North America.,https://www.solvenergy.com/power-up-scholarship,https://www.linkedin.com/company/solv-energy,https://www.solvenergy.com/careers,https://www.solvenergy.com/careers,,,,,,
Apollo,Innovative capital solutions for growth with a focus on sustainable and impactful investing.,https://www.eventimapollo.com/,https://es.linkedin.com/company/apollo-diagnostics,https://www.eventimapollo.com/venue-info/careers,https://www.eventimapollo.com/venue-info/careers,,,,,,
Workiva,Streamlining integrated ESG reporting for transparent climate impact and compliance.,https://www.ipaddress.com/website/workiva.com/,https://www.linkedin.com/company/workiva/,,,,,,,,
Dynapower,"Power electronics leader driving a resilient, clean energy future through innovative power conversion and storage solutions.",https://www.computerhope.com/comp/dynapower-usa.htm,https://pr.linkedin.com/company/dynapower-company-llc,,,,,,,,
GFL Environmental,Driving sustainable waste management and soil remediation for a greener future.,https://gflenv.com/,https://www.linkedin.com/company/gflenvironmental,https://gflenv.com/career/,https://gflenv.com/career/,https://gflenv.com/early-talent,Co-op and Interns,https://gflenv.com/early-talent,Co-op & Interns,https://gflenv.com/early-talent,Learn More about Co-Op & Interns
C&D Technologies,Empowering critical operations with eco-friendly power systems and sustainable energy solutions.,https://www.chinacnd.com/en/news-749.html,https://www.linkedin.com/company/c&d-technologies,,,,,,,,
The Environmental Defense Fund,"Driving impactful environmental solutions through science, partnerships, and market-based approaches globally.",https://www.devex.com/organizations/environmental-defense-fund-edf-55287,https://de.linkedin.com/company/enviro-defence,https://www.devex.com/career-center,https://www.devex.com/career-center,,,,,,
Qmerit,"Simplifying electrification adoption, driving green energy transition for homes and businesses.",https://dfkcompany.com/qmerit/,https://www.linkedin.com/company/qmerit,,,,,,,,
Advantage Capital Management,"Catalytic investments in underserved areas to boost economies, communities, and renewable energy solutions.",https://www.advantagecap.com/,https://www.linkedin.com/company/advantagecapital,https://www.advantagecap.com/careers/,https://www.advantagecap.com/careers/,,,,,,
David Suzuki Foundation,"Protecting nature and fostering a sustainable Canada through research, education, and policy.",https://davidsuzuki.org/about/our-story/,https://www.linkedin.com/company/david-suzuki-foundation,https://davidsuzuki.org/careers/,https://davidsuzuki.org/careers/,,,,,,
Resource Environmental Solutions,Restoring ecosystems and sequestering carbon through nature-based infrastructure projects.,https://www.geeksforgeeks.org/biology/environmental-issues-and-solutions/,https://au.linkedin.com/company/waste-management-resource-environmental-solutions,https://www.geeksforgeeks.org/jobs,https://www.geeksforgeeks.org/jobs,,,,,,
Exponent,"Engineering and scientific consulting for safer, healthier, and more sustainable solutions globally.",https://www.tryexponent.com/upgrade,https://www.linkedin.com/company/exponent/,https://www.tryexponent.com/jobs/post?src=nav,https://www.tryexponent.com/jobs/post?src=nav,https://www.tryexponent.com/courses/engineering-management?src=nav,Engineering ManagementReview key leadership and people management skills.,https://www.tryexponent.com/courses/software-engineering?src=nav,Software EngineeringLearn essential strategies for coding problems and more.,https://www.tryexponent.com/courses/data-engineering?src=nav,Data EngineeringDesign complex data models and ETL pipelines.
Context Labs,Accelerating global energy transition with trusted climate data and high-quality carbon credits.,https://contextlabs.com/,https://www.linkedin.com/company/context-labs-bv,https://contextlabs.com/careers/,https://contextlabs.com/careers/,,,,,,
350.org,Global grassroots movement driving climate action in over 188 countries.,https://350.org/,https://ae.linkedin.com/company/350-org,https://350.org/jobs/,https://350.org/jobs/,,,,,,
Scope3,Eliminate climate risk with advanced emission reduction solutions.,https://streamingtool.douyin.com/,https://www.linkedin.com/company/scope3data,,,,,,,,
Generate Capital,Delivering sustainable infrastructure to power and transform communities across North America.,https://en.cppreference.com/w/cpp/algorithm/ranges/generate,https://tw.linkedin.com/company/generatecapital,,,,,,,,
Hydrosat,"Space-based thermal imagery for managing water stress, boosting food security, and protecting the environment.",https://www.microsoft.com/en-us?msockid=2067f519971862142730e380960063f5,https://www.linkedin.com/company/hydrosat,,,,,,,,
Phaidra,"AI-driven control systems for industrial efficiency, reducing energy waste and environmental impact.",https://www.phaidra.ai/,https://ae.linkedin.com/company/ahren-innovation-capital,https://www.phaidra.ai/careers,https://www.phaidra.ai/careers,,,,,,
Charge Point,Empowering widespread EV adoption with the world's largest open charging network.,https://www.merriam-webster.com/dictionary/charge,https://sa.linkedin.com/company/turning-point-energy-sa,,,,,,,,
Unison Infrastructure,Funding and managing sustainable infrastructure with $1.3B+ deployed since 2003.,https://unisoninfra.com/about-us/,https://www.linkedin.com/company/unisoninfra,https://unisoninfra.com/careers/,https://unisoninfra.com/careers/,,,,,,
Last Energy,"Scaling micro nuclear to decarbonize energy and provide clean, affordable power globally.",https://www.energyinst.org/,https://www.linkedin.com/company/lastenergy,,,,,,,,
Velo3D,Revolutionizing metal 3D printing for cleaner energy and efficient transportation.,https://pick3dp.com/steel-3d-printer/,https://es.linkedin.com/company/3d-printing-industry,,,,,,,,
Sublime Systems,"Revolutionizing cement with zero-carbon, low-energy production for significant global emissions reduction.",https://sublime-systems.com/,https://www.linkedin.com/company/sublime-cement,https://jobs.lever.co/sublimesystems,https://jobs.lever.co/sublimesystems,,,,,,
Brookfield Global Asset Management Limited,Investing globally in renewable power and infrastructure to support climate resilience and sustainability.,https://www.brookfield.com/,https://in.linkedin.com/company/brookfield-apac,https://www.brookfield.com/careers/life-at-brookfield,https://www.brookfield.com/careers/life-at-brookfield,,,,,,
Muon Space,Revolutionizing climate action with cutting-edge Earth-sensing satellite technology.,https://www.muonspace.com/,https://www.linkedin.com/company/muon-space,https://www.muonspace.com/careers,https://www.muonspace.com/careers,https://job-boards.greenhouse.io/muonspace/jobs/4848162007,"Electrical Hardware EngineerSan Jose, CA",https://job-boards.greenhouse.io/muonspace/jobs/4701745007,"Electrical Hardware Engineer (Early Career)San Jose, CA",https://job-boards.greenhouse.io/muonspace/jobs/4676930007,"Mechanical EngineerSan Jose, CA"
BorgWarner,"Driving carbon neutrality in automotive solutions for a cleaner, healthier, and safer future by 2035.",https://7zap.com/en/brand/borgwarner/,https://www.bing.com/aclick?ld=e8UAHXOOiY6maGRlpQDRQXnzVUCUy2QUYHiCsigfnAixVDVN5XR8ge8WbyblthXAzTbMfESP_ltoLQW7L4FiW534ROhpj6LqGGNBb5v4kjByGlRoYQ3fHf_obGdwYX7MihllOT-eArjud0wXb23DM4GzsvpTiMPjraDG6SKvGNH5BGVclOkn6sOjYEIZe3O0gpb0TFXdtnYA5Neyr_Ip62OgEEF70&u=aHR0cHMlM2ElMmYlMmZ3d3cudHVyYm9jaGFyZ2VycHJvcy5jb20lMmZzZWFyY2hfcmVzdWx0LmFzcCUzZnclM2RCb3JnV2FybmVyJTI2bXNjbGtpZCUzZDBhMzI4YTYzYzM1YzE1NzhiYzBjZTM2YjcxZjZjNDFmJTI2dXRtX3NvdXJjZSUzZGJpbmclMjZ1dG1fbWVkaXVtJTNkY3BjJTI2dXRtX2NhbXBhaWduJTNkJTI1NUI0MC0zJTI1NUQlMjUyMEJvcmdXYXJuZXItRzk5MjA2Mjc1NiUyNnV0bV90ZXJtJTNkQm9yZ1dhcm5lciUyNTIwVHVyYm9jaGFyZ2VyJTI1MjBEaXN0cmlidXRvciUyNnV0bV9jb250ZW50JTNkQm9yZ1dhcm5lciUyNTIwVHVyYm9zJTIzJTJmZmlsdGVyJTNhYnJhbmQlM2FCb3JnV2FybmVy&rlid=0a328a63c35c1578bc0ce36b71f6c41f,,,,,,,,
Fluence,Driving clean energy transition with scalable storage and AI-optimized management.,https://fluenceenergy.com/,https://de.linkedin.com/company/fluence-led,https://fluenceenergy.com/energy-storage-careers/,https://fluenceenergy.com/energy-storage-careers/,,,,,,
Bidgely,Revolutionizing home energy savings with appliance-specific analytics to combat climate change.,https://www.bidgely.com/,https://www.linkedin.com/company/bidgely,https://www.bidgely.com/careers/,https://www.bidgely.com/careers/,,,,,,
XENERGY,"Reinventing nuclear power for safe, affordable, and carbon-free energy.",https://my.xcelenergy.com/MyAccount,https://www.linkedin.com/company/xenergy-inc.,,,,,,,,
Key Capture Energy,"Advancing large-scale energy storage for a stable, renewable-powered grid.",https://keycaptureenergy.com/,https://www.linkedin.com/company/key-capture-energy,https://keycaptureenergy.com/careers/,https://keycaptureenergy.com/careers/,,,,,,
Sky Climber Renewables,"Driving renewable energy with comprehensive wind, solar, and battery solutions for a sustainable future.",https://skyclimber-re.com/,https://www.linkedin.com/company/sky-climber-wind-solutions,https://skyclimber-re.com/careers/,https://skyclimber-re.com/careers/,,,,,,
World Wildlife Fund,United for a sustainable future through global conservation and innovative solutions.,https://www.worldwildlife.org/,https://www.linkedin.com/company/world-wildlife-fund,https://www.worldwildlife.org/about/careers/,https://www.worldwildlife.org/about/careers/,,,,,,
Enpowered,"Accelerating energy-saving solutions, reducing emissions, and promoting renewable energy adoption.",https://wildlifeinformer.com/facts-about-flying-squirrels/,https://www.linkedin.com/company/getenpowered,,,,,,,,
Power Factors,Accelerating the energy transition with software for optimizing renewable asset performance and collaboration.,https://services.powerfactors.app/s/customer-dashboard,https://ca.linkedin.com/company/power-factors-inc,,,,,,,,
Ecology Project International,Youth-driven conservation through local expert-student partnerships to protect threatened species and habitats.,https://www.ecologyproject.org/,https://ua.linkedin.com/company/greening-of-the-planet,,,,,,,,
